sku,qty,id,level
1E+11,1,2A52,C
9.99999E+11,22,2A52,D
1E+11,8,2A52,E
1E+11,1,2A52,F
1E+11,10,2A52,G
1E+11,1,2A53,B
9.99998E+11,11,2A53,C
1E+11,33,2A53,D
1E+11,2,2A53,E
1E+11,53,2A53,F
1E+11,14,2A53,G
1E+11,24,2A54,B
1E+11,10,2A54,C
1E+11,5,2A54,D
1E+11,41,2A54,F
9.99998E+11,2,2A54,G
1E+11,3,2A55,B
1E+11,4,2A55,C
1E+11,15,2A55,D
1E+11,15,2A55,E
1E+11,6,2A55,F
1E+11,27,2A55,G
1E+11,12,2A56,B
1E+11,1,2A56,C
1E+11,25,2A56,D
1E+11,7,2A56,E
1E+11,13,2A56,F
1E+11,15,2A56,G
1E+11,1,2A57,B
1E+11,17,2A57,C
1E+11,20,2A57,D
1E+11,20,2A57,E
1E+11,13,2A57,F
1E+11,1,2A57,G
1E+11,6,2A58,B
1E+11,11,2A58,C
1E+11,30,2A58,D
1E+11,17,2A58,E
1E+11,17,2A58,F
1E+11,3,2A58,G
1E+11,16,2A59,B
1E+11,11,2A59,C
1E+11,30,2A59,D
1E+11,16,2A59,E
1E+11,15,2A59,F
1E+11,15,2A59,G
1E+11,3,2A5,B
1E+11,10,2A5,C
1E+11,24,2A5,D
9.99997E+11,15,2A5,E
9.99998E+11,1,2A5,F
1E+11,2,2A5,G
1E+11,7,2A60,B
1E+11,1,2A60,C
1E+11,16,2A60,D
1E+11,21,2A60,E
1E+11,17,2A60,G
1E+11,15,2A61,B
1E+11,15,2A61,C
1E+11,25,2A61,D
1E+11,20,2A61,E
1E+11,31,2A61,F
1E+11,1,2A62,B
1E+11,12,2A62,C
9.99997E+11,18,2A62,D
9.99997E+11,15,2A62,E
1E+11,16,2A62,F
1E+11,15,2A62,G
9.99999E+11,9,2A63,C
1E+11,20,2A63,D
1E+11,15,2A63,E
1E+11,6,2A63,F
1E+11,6,2A63,G
1E+11,1,2A64,B
1E+11,16,2A64,C
1E+11,7,2A64,D
9.99998E+11,3,2A64,E
1E+11,9,2A64,F
9.99997E+11,15,2A64,G
1E+11,9,2A65,B
1E+11,30,2A65,C
1E+11,18,2A65,D
1E+11,15,2A65,E
1E+11,15,2A65,F
1E+11,5,2A65,G
1E+11,15,2A66,B
1E+11,6,2A66,C
1E+11,1,2A66,D
1E+11,12,2A66,E
1E+11,18,2A66,F
1E+11,1,2A66,G
1E+11,29,2A67,C
9.99999E+11,19,2A67,D
1E+11,4,2A67,E
1E+11,4,2A67,G
1E+11,24,2A68,B
1E+11,20,2A68,C
1E+11,14,2A68,D
1E+11,12,2A68,E
1E+11,10,2A68,F
1E+11,6,2A68,G
1E+11,20,2A69,B
1E+11,5,2A69,C
1E+11,29,2A69,D
1E+11,16,2A69,E
1E+11,14,2A69,F
1E+11,16,2A6,B
1E+11,7,2A6,C
1E+11,3,2A6,D
1E+11,12,2A6,E
9.99999E+11,20,2A6,F
1E+11,19,2A70,B
1E+11,3,2A70,C
1E+11,18,2A70,D
1E+11,29,2A70,E
1E+11,18,2A70,F
1E+11,13,2A70,G
1E+11,10,2A71,B
1E+11,5,2A71,C
9.99997E+11,20,2A71,D
1E+11,11,2A71,E
1E+11,29,2A71,F
9.99999E+11,11,2A71,G
1E+11,9,2A72,B
9.99998E+11,1,2A72,C
1E+11,5,2A72,D
1E+11,21,2A72,E
1E+11,5,2A72,F
9.99999E+11,11,2A72,G
1E+11,23,2A73,B
1E+11,32,2A73,C
1E+11,20,2A73,D
1E+11,20,2A73,E
9.99999E+11,11,2A73,F
1E+11,1,2A73,G
1E+11,21,2A74,B
1E+11,5,2A74,C
1E+11,5,2A74,D
1E+11,13,2A74,E
1E+11,15,2A74,F
9.99999E+11,20,2A74,G
1E+11,24,2A75,B
9.99999E+11,14,2A75,C
1E+11,17,2A75,D
1E+11,15,2A75,E
1E+11,2,2A75,F
1E+11,20,2A75,G
1E+11,7,2A76,B
1E+11,26,2A76,C
1E+11,2,2A76,D
1E+11,18,2A76,E
1E+11,28,2A76,F
1E+11,1,2A76,G
1E+11,16,2A77,B
1E+11,11,2A77,C
1E+11,19,2A77,D
9.99998E+11,9,2A77,E
1E+11,53,2A78,B
1E+11,25,2A78,C
1E+11,19,2A78,D
1E+11,1,2A78,E
1E+11,23,2A78,F
9.99997E+11,5,2A78,G
1E+11,2,2A79,B
1E+11,6,2A79,C
1E+11,10,2A79,D
1E+11,12,2A79,E
1E+11,19,2A79,F
1E+11,1,2A7,B
1E+11,1,2A7,C
1E+11,15,2A7,D
9.99997E+11,19,2A7,E
1E+11,10,2A7,F
9.99999E+11,13,2A80,B
1E+11,15,2A80,C
1E+11,14,2A80,D
1E+11,26,2A80,E
1E+11,34,2A80,F
1E+11,15,2A81,B
1E+11,2,2A81,D
1E+11,30,2A81,E
1E+11,4,2A81,F
1E+11,12,2A81,G
1E+11,1,2A82,B
1E+11,31,2A82,E
1E+11,2,2A82,F
1E+11,19,2A82,G
1E+11,43,2A83,B
1E+11,4,2A83,C
1E+11,3,2A83,D
1E+11,5,2A83,E
1E+11,9,2A83,F
1E+11,10,2A83,G
1E+11,17,2A84,B
1E+11,20,2A84,D
1E+11,15,2A84,E
1E+11,25,2A84,G
1E+11,2,2A85,B
1E+11,39,2A85,C
1E+11,24,2A85,D
1E+11,36,2A85,E
9.99999E+11,4,2A85,F
1E+11,39,2A86,B
1E+11,16,2A86,C
1E+11,21,2A86,D
1E+11,19,2A86,E
1E+11,8,2A86,G
1E+11,15,2A87,B
1E+11,16,2A87,C
1E+11,10,2A87,D
1E+11,12,2A87,E
1E+11,15,2A87,F
1E+11,3,2A87,G
1E+11,21,2A88,B
1E+11,10,2A88,C
1E+11,11,2A88,D
1E+11,18,2A88,E
1E+11,12,2A88,F
1E+11,8,2A88,G
1E+11,16,2A89,B
1E+11,16,2A89,C
1E+11,16,2A89,D
1E+11,9,2A89,E
1E+11,13,2A89,F
1E+11,9,2A89,G
1E+11,1,2A8,B
1E+11,20,2A8,D
1E+11,1,2A8,F
1E+11,1,2A8,G
1E+11,20,2A90,B
1E+11,4,2A90,C
1E+11,16,2A90,D
1E+11,10,2A90,E
1E+11,16,2A90,F
1E+11,1,2A90,G
1E+11,14,2A91,B
1E+11,2,2A91,C
1E+11,2,2A91,D
1E+11,10,2A91,E
1E+11,11,2A91,F
1E+11,10,2A91,G
1E+11,20,2A92,B
1E+11,20,2A92,C
1E+11,15,2A92,D
1E+11,26,2A92,E
1E+11,14,2A92,F
1E+11,15,2A92,G
9.99998E+11,9,2A93,B
1E+11,16,2A93,C
1E+11,12,2A93,D
1E+11,5,2A93,E
1E+11,7,2A93,F
9.99998E+11,20,2A94,C
9.99999E+11,18,2A94,D
1E+11,13,2A94,E
1E+11,18,2A94,G
1E+11,13,2A95,B
1E+11,16,2A95,C
1E+11,8,2A95,D
1E+11,20,2A95,E
1E+11,20,2A95,F
1E+11,3,2A95,G
9.99997E+11,9,2A96,B
1E+11,24,2A96,C
1E+11,4,2A96,D
1E+11,5,2A96,E
1E+11,4,2A96,F
1E+11,1,2A96,G
1E+11,15,2A97,B
9.99998E+11,11,2A97,C
1E+11,7,2A97,D
1E+11,10,2A97,E
1E+11,15,2A97,F
1E+11,1,2A97,G
1E+11,9,2A98,B
1E+11,1,2A98,C
1E+11,9,2A98,C
1E+11,15,2A98,D
1E+11,1,2A98,E
1E+11,25,2A98,G
1E+11,19,2A99,B
1E+11,3,2A99,C
1E+11,20,2A99,D
1E+11,27,2A99,E
1E+11,40,2A99,G
1E+11,5,2A9,B
1E+11,25,2A9,C
1E+11,28,2A9,D
1E+11,26,2A9,E
1E+11,30,2A9,F
1E+11,10,2A9,G
1E+11,8,2B100,D
1E+11,4,2B100,E
1E+11,8,2B101,C
9.99997E+11,14,2B102,C
1E+11,14,2B102,D
9.99997E+11,1,2B102,E
1E+11,3,2B103,E
1E+11,3,2B104,D
1E+11,5,2B105,D
9.99997E+11,14,2B106,C
1E+11,18,2B106,D
9.99999E+11,20,2B107,D
9.99998E+11,45,2B107,E
9.99997E+11,11,2B108,C
1E+11,16,2B108,D
1E+11,10,2B108,E
1E+11,18,2B109,D
9.99998E+11,30,2B109,E
1E+11,1,2B10,C
1E+11,1,2B10,D
1E+11,15,2B10,E
1E+11,3,2B10,F
1E+11,2,2B110,C
1E+11,9,2B110,D
1E+11,2,2B110,E
1E+11,18,2B111,D
1E+11,19,2B111,E
1E+11,19,2B111,F
1E+11,21,2B112,D
1E+11,7,2B112,E
1E+11,8,2B113,B
1E+11,8,2B113,F
1E+11,6,2B114,E
1E+11,9,2B115,B
1E+11,12,2B115,C
9.99997E+11,6,2B115,D
1E+11,12,2B115,E
1E+11,12,2B115,F
1E+11,4,2B116,D
1E+11,25,2B116,E
1E+11,23,2B116,F
1E+11,2,2B117,B
1E+11,8,2B117,C
1E+11,12,2B117,D
1E+11,4,2B117,E
1E+11,15,2B117,G
1E+11,17,2B117,H
1E+11,4,2B119,B
1E+11,14,2B119,C
1E+11,8,2B119,D
1E+11,9,2B119,E
1E+11,5,2B119,F
9.99999E+11,20,2B11,C
1E+11,13,2B11,D
1E+11,6,2B11,E
1E+11,14,2B11,F
1E+11,56,2B11,G
1E+11,63,2B11,H
1E+11,8,2B120,C
1E+11,10,2B120,E
1E+11,21,2B120,F
1E+11,2,2B121,F
9.99998E+11,5,2B123,D
1E+11,1,2B123,H
1E+11,19,2B124,E
1E+11,15,2B125,E
1E+11,1,2B126,C
1E+11,10,2B127,B
9.99998E+11,4,2B127,C
1E+11,15,2B127,D
9.99998E+11,25,2B127,E
1E+11,7,2B128,D
9.99997E+11,12,2B128,E
9.99998E+11,19,2B129,D
1E+11,1,2B129,F
1E+11,8,2B12,D
1E+11,20,2B12,E
1E+11,3,2B12,F
1E+11,7,2B12,G
1E+11,7,2B130,C
1E+11,9,2B130,D
1E+11,10,2B130,E
1E+11,2,2B130,F
1E+11,24,2B131,C
1E+11,2,2B132,B
1E+11,10,2B132,C
1E+11,2,2B132,D
9.99999E+11,30,2B132,F
1E+11,24,2B133,B
9.99999E+11,6,2B133,F
1E+11,5,2B134,C
1E+11,18,2B136,E
1E+11,5,2B137,C
1E+11,12,2B137,D
1E+11,4,2B137,E
1E+11,19,2B138,F
1E+11,5,2B139,C
1E+11,15,2B139,E
1E+11,9,2B13,B
1E+11,9,2B13,E
1E+11,16,2B13,F
1E+11,48,2B13,H
1E+11,10,2B140,B
1E+11,30,2B140,C
1E+11,10,2B141,E
1E+11,5,2B142,D
1E+11,5,2B142,E
1E+11,8,2B142,F
1E+11,9,2B143,D
1E+11,19,2B144,F
1E+11,8,2B145,B
9.99999E+11,43,2B14,B
1E+11,12,2B14,D
1E+11,3,2B14,E
1E+11,3,2B14,F
9.99998E+11,5,2B151,F
9.99998E+11,10,2B152,C
1E+11,24,2B152,D
1E+11,12,2B153,F
1E+11,13,2B153,G
9.99997E+11,17,2B154,E
1E+11,13,2B154,F
1E+11,13,2B156,B
9.99999E+11,20,2B156,C
1E+11,13,2B157,C
1E+11,13,2B158,B
9.99997E+11,3,2B158,C
1E+11,5,2B15,B
1E+11,35,2B15,C
1E+11,13,2B15,D
1E+11,15,2B15,E
9.99998E+11,31,2B15,F
1E+11,4,2B160,F
1E+11,20,2B162,F
9.99998E+11,20,2B163,F
9.99998E+11,6,2B164,E
1E+11,8,2B164,G
9.99997E+11,23,2B165,B
1E+11,2,2B165,C
1E+11,22,2B166,C
1E+11,8,2B166,E
1E+11,13,2B167,G
1E+11,21,2B168,D
1E+11,15,2B168,E
1E+11,19,2B16,C
1E+11,10,2B16,D
1E+11,2,2B16,E
1E+11,1,2B16,F
1E+11,23,2B170,B
1E+11,25,2B170,C
1E+11,21,2B170,D
1E+11,19,2B170,E
1E+11,8,2B170,F
1E+11,10,2B171,E
9.99999E+11,4,2B171,F
1E+11,13,2B174,B
1E+11,2,2B174,G
1E+11,28,2B175,C
1E+11,22,2B175,D
1E+11,25,2B175,E
1E+11,27,2B175,F
1E+11,17,2B177,B
1E+11,8,2B177,F
1E+11,11,2B177,G
1E+11,25,2B177,H
1E+11,20,2B178,C
1E+11,20,2B178,D
1E+11,20,2B178,E
1E+11,14,2B178,F
1E+11,20,2B178,G
1E+11,17,2B17,C
1E+11,18,2B17,D
9.99999E+11,4,2B182,D
9.99999E+11,19,2B183,B
9.99999E+11,20,2B183,C
9.99999E+11,20,2B183,D
9.99999E+11,15,2B183,E
9.99998E+11,36,2B184,E
9.99999E+11,10,2B185,E
1E+11,6,2B186,E
1E+11,19,2B189,E
1E+11,10,2B18,D
9.99998E+11,7,2B18,E
1E+11,6,2B192,H
1E+11,5,2B196,B
1E+11,6,2B196,C
1E+11,6,2B196,D
1E+11,15,2B196,E
1E+11,7,2B196,F
1E+11,13,2B196,G
9.99997E+11,15,2B197,D
1E+11,14,2B197,E
9.99999E+11,6,2B197,F
9.99998E+11,20,2B198,C
9.99998E+11,19,2B198,D
9.99998E+11,27,2B198,E
1E+11,10,2B19,C
1E+11,10,2B19,D
1E+11,25,2B1,B
1E+11,25,2B1,C
1E+11,16,2B1,D
1E+11,56,2B1,E
1E+11,9,2B1,F
1E+11,30,2B1,G
1E+11,27,2B1,H
1E+11,18,2B200,C
1E+11,5,2B200,F
1E+11,14,2B201,A
1E+11,13,2B201,B
1E+11,25,2B201,C
1E+11,9,2B201,D
1E+11,22,2B201,E
1E+11,16,2B201,F
1E+11,11,2B201,G
9.99998E+11,30,2B202,D
1E+11,10,2B203,A
1E+11,7,2B203,E
1E+11,15,2B203,F
1E+11,11,2B203,H
1E+11,6,2B204,B
1E+11,22,2B204,E
1E+11,30,2B204,F
1E+11,6,2B205,B
1E+11,4,2B205,C
1E+11,5,2B205,D
1E+11,4,2B205,E
1E+11,22,2B205,F
1E+11,4,2B206,B
1E+11,6,2B206,C
1E+11,6,2B206,D
1E+11,15,2B206,E
1E+11,12,2B206,F
1E+11,6,2B206,G
1E+11,11,2B207,E
1E+11,6,2B208,B
1E+11,6,2B208,C
1E+11,6,2B208,D
1E+11,6,2B208,E
1E+11,13,2B208,F
1E+11,8,2B208,G
1E+11,21,2B209,B
1E+11,12,2B209,E
1E+11,2,2B209,F
9.99999E+11,20,2B209,H
1E+11,25,2B20,D
9.99998E+11,8,2B20,E
1E+11,13,2B210,F
1E+11,18,2B211,B
1E+11,25,2B211,C
1E+11,20,2B211,D
9.99998E+11,25,2B211,E
1E+11,15,2B212,E
1E+11,6,2B212,H
1E+11,5,2B213,A
1E+11,20,2B213,F
1E+11,15,2B214,C
1E+11,16,2B214,E
1E+11,9,2B214,F
1E+11,7,2B215,A
1E+11,15,2B215,B
1E+11,17,2B215,C
1E+11,16,2B215,D
1E+11,17,2B215,E
1E+11,16,2B215,F
1E+11,17,2B215,G
1E+11,29,2B216,E
1E+11,5,2B216,G
1E+11,18,2B217,H
1E+11,6,2B218,B
1E+11,6,2B218,C
1E+11,4,2B218,D
1E+11,5,2B218,E
1E+11,15,2B218,F
1E+11,6,2B218,G
1E+11,6,2B219,B
1E+11,6,2B219,C
1E+11,10,2B219,D
1E+11,6,2B219,E
1E+11,5,2B219,F
1E+11,10,2B21,C
1E+11,13,2B21,D
9.99999E+11,29,2B21,E
1E+11,1,2B21,F
1E+11,24,2B220,E
1E+11,19,2B220,F
1E+11,9,2B221,B
1E+11,18,2B221,C
1E+11,16,2B221,D
1E+11,10,2B221,E
1E+11,11,2B222,B
1E+11,18,2B222,G
9.99998E+11,11,2B222,H
1E+11,39,2B223,B
1E+11,39,2B223,C
1E+11,2,2B223,D
1E+11,16,2B223,E
1E+11,18,2B223,F
1E+11,24,2B224,C
1E+11,9,2B224,D
1E+11,27,2B224,E
1E+11,12,2B224,F
1E+11,39,2B225,C
1E+11,9,2B225,D
1E+11,17,2B225,E
1E+11,13,2B225,F
1E+11,1,2B225,G
1E+11,12,2B225,G
1E+11,14,2B226,C
1E+11,24,2B226,E
1E+11,9,2B226,F
1E+11,7,2B227,A
1E+11,7,2B227,B
1E+11,12,2B227,E
1E+11,9,2B227,F
1E+11,3,2B227,H
1E+11,30,2B228,A
1E+11,40,2B228,B
1E+11,8,2B228,C
1E+11,25,2B228,E
1E+11,24,2B22,B
1E+11,23,2B22,C
1E+11,23,2B22,D
1E+11,23,2B22,E
1E+11,17,2B22,F
1E+11,18,2B22,G
1E+11,27,2B230,E
1E+11,9,2B230,F
1E+11,5,2B231,E
9.99998E+11,1,2B232,D
1E+11,3,2B233,B
1E+11,16,2B233,C
1E+11,9,2B233,D
1E+11,1,2B234,D
1E+11,1,2B234,E
1E+11,10,2B234,F
1E+11,9,2B234,G
1E+11,3,2B235,B
9.99997E+11,21,2B235,C
1E+11,25,2B235,F
1E+11,3,2B235,G
1E+11,6,2B235,H
1E+11,10,2B236,B
1E+11,15,2B236,C
1E+11,12,2B236,D
1E+11,7,2B236,E
1E+11,3,2B236,F
1E+11,3,2B237,B
9.99999E+11,6,2B237,E
9.99998E+11,2,2B237,F
1E+11,2,2B237,G
1E+11,10,2B238,D
9.99999E+11,2,2B238,E
1E+11,50,2B23,B
9.99997E+11,4,2B23,D
1E+12,27,2B23,E
1E+11,3,2B23,G
1E+11,1,2B240,D
1E+11,6,2B240,E
1E+11,10,2B240,F
1E+11,15,2B25,B
9.99998E+11,21,2B25,C
9.99999E+11,1,2B25,D
1E+12,1,2B25,E
1E+11,50,2B25,F
1E+12,17,2B25,G
1E+11,25,2B26,B
1E+11,4,2B26,C
1E+11,16,2B26,D
9.99998E+11,2,2B26,E
1E+11,54,2B27,E
1E+11,43,2B27,F
1E+11,54,2B27,G
1E+11,5,2B28,C
1E+11,10,2B28,D
9.99998E+11,15,2B29,B
9.99997E+11,20,2B29,E
1E+11,35,2B29,F
1E+11,34,2B29,G
1E+11,47,2B29,H
1E+11,26,2B2,B
1E+11,6,2B2,C
1E+11,8,2B2,D
1E+11,1,2B2,E
1E+11,2,2B2,F
1E+11,2,2B2,G
1E+11,1,2B30,B
9.99998E+11,18,2B31,F
1E+11,1,2B32,B
9.99998E+11,10,2B34,D
1E+11,4,2B35,F
9.99998E+11,2,2B36,A
1E+12,1,2B37,D
1E+11,15,2B37,E
9.99998E+11,3,2B37,F
9.99998E+11,1,2B38,D
1E+11,2,2B39,B
1E+11,1,2B39,C
1E+11,6,2B39,D
1E+11,1,2B39,F
1E+11,11,2B3,C
1E+11,12,2B3,D
1E+11,14,2B3,E
1E+11,35,2B3,F
1E+11,46,2B3,G
1E+11,27,2B3,H
1E+11,17,2B40,B
1E+11,24,2B40,C
9.99999E+11,8,2B40,E
1E+11,1,2B40,F
1E+11,2,2B41,B
1E+11,5,2B41,D
9.99997E+11,14,2B41,E
1E+11,16,2B41,F
1E+11,4,2B42,D
1E+11,1,2B42,F
1E+11,5,2B43,C
1E+11,1,2B43,D
1E+11,1,2B43,E
1E+11,1,2B43,F
1E+11,10,2B44,C
1E+11,16,2B44,D
1E+11,6,2B44,E
1E+11,1,2B44,F
1E+11,1,2B44,G
1E+11,13,2B45,B
1E+11,1,2B45,C
1E+11,20,2B45,D
1E+11,7,2B45,E
1E+11,1,2B45,F
9.99999E+11,23,2B46,D
1E+11,5,2B46,E
1E+11,7,2B46,F
9.99998E+11,25,2B46,G
1E+11,1,2B47,A
1E+11,6,2B47,C
1E+11,3,2B47,D
1E+11,5,2B47,F
1E+11,20,2B47,G
9.99998E+11,1,2B48,A
1E+11,1,2B48,B
1E+11,2,2B48,C
1E+11,5,2B48,D
1E+11,5,2B48,E
1E+11,2,2B48,F
1E+11,22,2B48,G
1E+11,1,2B48,H
1E+11,1,2B49,A
1E+11,10,2B49,B
9.99999E+11,40,2B49,C
1E+11,1,2B49,D
1E+11,4,2B49,E
1E+11,5,2B49,F
1E+11,20,2B49,G
1E+11,3,2B4,B
1E+11,3,2B4,C
1E+11,3,2B4,D
1E+11,3,2B4,E
1E+11,2,2B4,F
1E+11,3,2B4,G
9.99999E+11,1,2B50,A
1E+11,5,2B50,B
1E+11,18,2B50,C
1E+11,16,2B50,D
9.99998E+11,5,2B50,E
1E+11,16,2B50,G
1E+11,1,2B50,H
1E+11,10,2B51,B
1E+11,8,2B51,C
1E+11,7,2B51,D
1E+11,10,2B51,E
1E+11,1,2B51,F
1E+11,20,2B51,G
9.99998E+11,15,2B52,B
9.99998E+11,16,2B52,C
1E+11,12,2B52,D
1E+11,20,2B52,E
1E+11,2,2B52,F
9.99998E+11,1,2B52,H
1E+11,1,2B53,A
1E+11,19,2B53,B
1E+11,1,2B53,C
1E+11,2,2B53,E
1E+11,8,2B53,F
1E+11,20,2B53,G
9.99998E+11,13,2B54,B
9.99998E+11,15,2B54,C
1E+11,11,2B54,D
1E+11,29,2B54,E
9.99999E+11,1,2B54,F
9.99999E+11,25,2B54,G
1E+11,20,2B55,C
1E+11,18,2B55,D
1E+11,1,2B55,E
9.99998E+11,2,2B55,F
1E+11,9,2B55,G
1E+11,1,2B56,B
9.99998E+11,11,2B56,C
1E+11,5,2B56,D
1E+11,8,2B56,E
1E+11,11,2B56,F
9.99999E+11,16,2B56,G
9.99998E+11,4,2B57,B
1E+11,6,2B57,C
1E+11,3,2B57,D
1E+11,9,2B57,E
1E+11,6,2B57,F
1E+11,7,2B58,B
1E+11,7,2B58,C
1E+11,11,2B58,E
1E+11,1,2B58,F
1E+11,1,2B58,G
1E+11,1,2B59,B
1E+11,1,2B59,C
1E+11,5,2B59,E
9.99999E+11,1,2B59,G
9.99999E+11,20,2B5,B
9.99999E+11,20,2B5,C
9.99999E+11,20,2B5,D
1E+11,58,2B5,E
1E+11,14,2B5,F
9.99999E+11,10,2B5,G
1E+11,4,2B5,H
1E+11,44,2B60,B
1E+11,22,2B60,C
9.99999E+11,29,2B60,D
9.99999E+11,25,2B60,E
9.99999E+11,26,2B60,F
9.99999E+11,28,2B60,G
9.99998E+11,1,2B61,B
1E+11,7,2B61,C
9.99999E+11,11,2B61,D
9.99999E+11,30,2B61,F
1E+11,1,2B61,G
9.99999E+11,25,2B62,B
9.99999E+11,25,2B62,C
9.99999E+11,17,2B62,D
9.99999E+11,24,2B62,E
9.99999E+11,7,2B62,F
9.99999E+11,30,2B62,G
1E+11,1,2B63,B
9.99998E+11,3,2B63,D
1E+11,2,2B63,E
1E+11,12,2B63,F
9.99999E+11,1,2B63,G
1E+11,1,2B64,C
9.99999E+11,13,2B64,D
9.99998E+11,12,2B64,E
1E+11,1,2B64,F
1E+11,5,2B65,B
1E+11,15,2B65,D
1E+11,1,2B65,E
9.99999E+11,17,2B65,F
1E+11,18,2B65,G
1E+11,1,2B66,C
1E+11,1,2B66,D
1E+11,7,2B66,E
1E+11,6,2B66,F
1E+11,1,2B66,F
1E+11,1,2B67,B
1E+11,1,2B67,B
1E+11,15,2B67,C
1E+11,21,2B67,D
1E+11,10,2B67,E
1E+11,13,2B67,F
1E+11,1,2B67,G
1E+11,1,2B68,B
1E+11,5,2B68,C
1E+11,1,2B68,D
1E+11,1,2B68,F
1E+11,5,2B68,G
9.99998E+11,1,2B69,C
1E+11,8,2B69,D
1E+11,1,2B69,E
1E+11,15,2B69,F
1E+11,3,2B6,B
1E+11,21,2B6,C
1E+11,2,2B6,D
1E+11,2,2B6,E
1E+11,1,2B6,F
1E+11,3,2B6,G
1E+11,8,2B70,B
1E+11,3,2B70,E
1E+11,1,2B70,F
1E+11,1,2B70,G
1E+11,4,2B71,B
1E+11,8,2B71,D
1E+11,13,2B71,E
9.99998E+11,17,2B71,F
1E+11,2,2B72,C
1E+11,20,2B72,D
1E+11,4,2B72,E
1E+11,15,2B72,F
1E+11,4,2B73,C
1E+11,12,2B73,E
1E+11,10,2B73,F
1E+11,22,2B74,D
1E+11,11,2B74,E
1E+11,12,2B74,F
1E+11,2,2B74,G
9.99998E+11,7,2B74,H
1E+11,7,2B75,C
1E+11,10,2B75,E
1E+11,6,2B75,F
1E+11,6,2B76,C
1E+11,18,2B76,E
1E+11,9,2B76,F
9.99999E+11,19,2B77,D
1E+11,8,2B77,E
1E+11,3,2B77,F
1E+11,5,2B78,C
1E+11,10,2B78,D
1E+11,7,2B78,E
1E+11,17,2B78,F
1E+11,13,2B79,D
1E+11,6,2B79,E
1E+11,9,2B79,F
1E+11,15,2B7,B
1E+11,6,2B7,C
1E+11,3,2B7,D
1E+11,4,2B7,E
1E+11,44,2B7,F
1E+11,59,2B7,G
1E+11,29,2B7,H
1E+11,5,2B80,C
1E+11,10,2B80,D
1E+11,10,2B80,E
1E+11,5,2B80,F
9.99998E+11,2,2B80,H
1E+11,9,2B81,C
1E+11,16,2B81,D
1E+11,65,2B81,E
1E+11,8,2B81,F
1E+11,3,2B81,G
1E+11,3,2B82,C
1E+11,15,2B82,D
1E+11,4,2B82,E
1E+11,10,2B82,F
1E+11,18,2B83,C
1E+11,20,2B83,D
1E+11,24,2B83,E
1E+11,13,2B83,F
1E+11,5,2B84,C
1E+11,3,2B84,D
1E+11,20,2B84,E
9.99998E+11,17,2B85,C
1E+11,10,2B85,E
1E+11,1,2B85,H
1E+11,10,2B86,B
1E+11,12,2B86,C
1E+11,13,2B86,E
1E+11,14,2B87,D
9.99999E+11,21,2B87,G
1E+11,23,2B88,C
1E+11,12,2B88,E
1E+11,12,2B89,E
1E+11,3,2B8,B
1E+11,1,2B8,D
1E+11,1,2B8,E
1E+11,2,2B8,F
9.99997E+11,14,2B90,B
9.99997E+11,14,2B90,C
1E+11,2,2B90,E
1E+11,3,2B91,B
1E+11,4,2B91,E
1E+11,19,2B92,B
1E+11,25,2B92,C
1E+11,25,2B92,D
1E+11,25,2B92,E
1E+11,23,2B92,F
1E+11,50,2B92,G
9.99999E+11,9,2B92,H
1E+11,15,2B93,D
1E+11,11,2B93,G
1E+11,2,2B93,H
9.99998E+11,19,2B94,C
9.99998E+11,3,2B94,D
1E+11,19,2B95,C
1E+11,12,2B95,D
1E+11,14,2B95,E
1E+11,3,2B96,D
1E+11,13,2B96,E
1E+11,6,2B97,E
1E+11,12,2B97,F
1E+11,8,2B99,C
1E+11,16,2B99,D
1E+11,5,2B9,C
1E+11,15,2B9,D
1E+11,15,2B9,E
1E+11,31,2B9,F
1E+11,46,2B9,G
1E+11,45,2B9,H
